NAME,URL,MAP,ADDRESS,PRICE,TYPE,lat,lng,type
三笠天然温泉 太古の湯,https://www.clh-kk.com/taikonoyu/,https://maps.google.com/?cid=7969608648562515182&hl=ja,北海道三笠市岡山1042-20,¥800,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.2476646,141.8060051,温泉
岬の湯 しゃこたん,https://www.kanko-shakotan.jp/enjoy/%E3%81%8A%E3%82%93%E3%81%9B%E3%82%93%E3%83%BB%E5%B2%AC%E3%81%AE%E6%B9%AF%E3%81%97%E3%82%83%E3%81%93%E3%81%9F%E3%82%93/,https://maps.google.com/?cid=9974270085036331487&hl=ja,北海道積丹郡積丹町野塚町212-1,¥610,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.338761,140.4543317,温泉
湯らん銭,http://www.kita-no-sento.com/sento/826/,https://maps.google.com/?cid=4613011078426135600&hl=ja,北海道旭川市忠和三条7-2-1,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.7735087,142.327719,銭湯
天然温泉 やよい乃湯,http://yayoinoyu.com/,https://maps.google.com/?cid=12923164111418246723&hl=ja,北海道帯広市西十八条南2-5,¥450,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,42.9125681,143.162336,温泉
神仏湯温泉,http://www.kita-no-sento.com/sento/208/,https://maps.google.com/?cid=16605002194236531034&hl=ja,北海道小樽市住ノ江1-5-1,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.1867836,141.0043597,銭湯
旭川高砂台 万葉の湯,https://www.manyo.co.jp/asahikawa/,https://maps.google.com/?cid=8562494317648603230&hl=ja,北海道旭川市高砂台1-1-52,¥950,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.7693017,142.3114908,温泉
天然温泉 岩見沢ゆらら,http://www.iwamizawa.co.jp/,https://maps.google.com/?cid=2676551631666343840&hl=ja,北海道岩見沢市上幌向南一条1-1196-2,¥520,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.1846507,141.7234304,温泉
かみゆうべつ温泉 チューリップの湯,http://www.town.yubetsu.lg.jp/50shisetsu/6nou-kankou/spa-kamiyu.html,https://maps.google.com/?cid=7757108156215613258&hl=ja,北海道紋別郡湧別町中湧別中町3020-1,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,44.1851185,143.595529,温泉
芦別温泉 星遊館 おふろcafé,https://ofurocafe-seiyukan.com/,https://maps.google.com/?cid=1410356922009914154&hl=ja,北海道芦別市旭町油谷1,"¥1,145",//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.5454619,142.2411183,温泉
新琴似温泉 壱乃湯,http://www.onsen-ichinoyu.com/,https://maps.google.com/?cid=15091010804522635768&hl=ja,北海道札幌市北区新琴似二条8-8-1,¥450,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.1089272,141.316442,温泉
みどり湯,http://www.kita-no-sento.com/sento/1302/,https://maps.google.com/?cid=5558803491012293637&hl=ja,北海道稚内市緑1-10-23,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,45.39411,141.6856999,銭湯
恵庭温泉 ラ・フォーレ,http://www.eniwa-onsen.com/index.html,https://maps.google.com/?cid=13314253058804631152&hl=ja,北海道恵庭市恵南4-1,¥440,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,42.8667967,141.5862793,温泉
杜のSPA 神楽,http://www.morinospa-kagura.com/,https://maps.google.com/?cid=173167947346735524&hl=ja,北海道旭川市神楽三条12-1-5,¥600,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.7533221,142.3597863,温泉
白樺温泉,http://www.kita-no-sento.com/sento/1108//index.html,https://maps.google.com/?cid=6721371897968299582&hl=ja,北海道帯広市白樺十六条西12-6,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.9176949,143.1743516,銭湯
定山渓温泉 湯の花 定山渓殿,http://www.yunohana.org/jyouzankei/,https://maps.google.com/?cid=7775208583974629944&hl=ja,北海道札幌市南区定山渓温泉東4-330-4,¥850,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,42.9630223,141.1583036,温泉
天然温泉 極楽湯(さっぽろ手稲店),http://www.sapporo-gokurakuyu.com/teine/,https://maps.google.com/?cid=16904729805288565397&hl=ja,北海道札幌市手稲区前田二条13-361-3,¥450,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.1258133,141.2430779,温泉
函館乃木温泉 なごみ,http://nagomi-onsen.jp/hakodate/,https://maps.google.com/?cid=4990290744540800221&hl=ja,北海道函館市乃木町4-25,¥430,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,41.7826505,140.7642745,温泉
小樽天然温泉 湯の花 朝里殿,http://www.yunohana.org/asari/,https://maps.google.com/?cid=5741409134903496709&hl=ja,北海道小樽市新光5-12-24,¥670,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.1573644,141.0442428,温泉
湯元岩見沢温泉 なごみ,http://nagomi-onsen.jp/iwamizawa/,https://maps.google.com/?cid=7207073956849139443&hl=ja,北海道岩見沢市志文町345-1,¥430,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.1697813,141.7591775,温泉
天然温泉 七重浜の湯,http://www.nanaehamanoyu.jp,https://maps.google.com/?cid=8887475486022243046&hl=ja,北海道北斗市七重浜8-4-1,¥520,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,41.8199443,140.6922633,温泉
やすらぎの湯の里 竹山高原温泉,http://www.kitahironavi.or.jp/memberpages/takeyama.htm,https://maps.google.com/?cid=12188325164438474678&hl=ja,北海道北広島市富ヶ岡896,¥600,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.9512774,141.5327937,温泉
小樽天然温泉 湯の花手宮殿,http://www.yunohana.org/temiya/,https://maps.google.com/?cid=3450798849301570386&hl=ja,北海道小樽市手宮1-5-20,¥670,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.2122481,141.0085962,温泉
湯らん銭(伊達店),,https://maps.google.com/?cid=4166162024992347400&hl=ja,北海道伊達市舟岡町365-1-2,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.4531722,140.8801586,銭湯
函館天然温泉 湯元 花の湯,http://e-hananoyu.com/,https://maps.google.com/?cid=8548744062364415668&hl=ja,北海道函館市桔梗町418-414,¥440,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,41.839838,140.7365737,温泉
函館健康センター 湯都里,https://www.yutori.jp/,https://maps.google.com/?cid=16202332963379930405&hl=ja,北海道函館市昭和3-22-1,¥650,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,41.8210262,140.7373128,温泉
交流促進センター 雪秩父,http://www.town.rankoshi.hokkaido.jp/yukichichibu/,https://maps.google.com/?cid=13489077663824228254&hl=ja,北海道磯谷郡蘭越町湯里680-2,¥700,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.8688389,140.5973714,温泉
ガーデンスパ十勝川温泉,http://www.tokachigawa.jp/,https://maps.google.com/?cid=13131054632290321839&hl=ja,北海道河東郡音更町十勝川温泉北14-1,"¥1,500",//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.9334365,143.3008329,温泉
大樹町 晩成温泉,https://www.town.taiki.hokkaido.jp/soshiki/kikaku/shoko/bansei_onsen.html,https://maps.google.com/?cid=1580708598118563273&hl=ja,北海道広尾郡大樹町字晩成2,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.5334063,143.4832362,温泉
喜楽湯,http://www.kita-no-sento.com/sento/103/,https://maps.google.com/?cid=11871894768663175828&hl=ja,北海道札幌市中央区南四条西10-1010,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0537709,141.3370059,銭湯
札幌あいの里温泉 なごみ,http://nagomi-onsen.jp/ainosato/,https://maps.google.com/?cid=15114219255367915106&hl=ja,北海道札幌市北区南あいの里5-1-20,¥440,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.1524792,141.3985502,温泉
北採湯処 御料乃湯,http://goryounoyu.com/,https://maps.google.com/?cid=10759149137642643474&hl=ja,北海道旭川市西御料五条1丁目,¥650,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.725175,142.3671861,温泉
あけぼの湯,http://www.kita-no-sento.com/sento/150/,https://maps.google.com/?cid=7535259718418983919&hl=ja,北海道札幌市手稲区曙六条1-1-28,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.1354934,141.2401406,銭湯
天然温泉 なごみの湯,http://www.nagominoyu.co.jp/,https://maps.google.com/?cid=17779377933709755017&hl=ja,北海道苫小牧市柳町2-7-6,¥850,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,42.6593578,141.6489468,温泉
小樽温泉 オスパ,http://www.otaruspa.com/,https://maps.google.com/?cid=4519097526115512088&hl=ja,北海道小樽市築港7-12,¥850,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.187974,141.0165886,温泉
豊富温泉 ふれあいセンター,https://toyotomi-onsen.com/,https://maps.google.com/?cid=16993999062405509692&hl=ja,北海道天塩郡豊富町温泉,¥510,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,45.0731134,141.8440901,温泉
稚内天然温泉 港のゆ,http://www.wakkanai-fukukou.com/tenant/onsen/minatonoyu.html,https://maps.google.com/?cid=4478712602417379609&hl=ja,北海道稚内市港1-6-28,¥650,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,45.408484,141.6766259,温泉
阿寒温泉土地 まりも湯,http://www.kita-no-sento.com/sento/918/,https://maps.google.com/?cid=18164798511187027075&hl=ja,北海道釧路市阿寒町阿寒湖温泉1-4-25,¥500,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.4337592,144.0996023,銭湯
山鼻温泉 屯田湯,http://www.kita-no-sento.com/sento/109/,https://maps.google.com/?cid=5487374009788843759&hl=ja,北海道札幌市中央区南九条西8-1-17,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0479921,141.3465562,銭湯
漢方薬湯 旭川健康ランド,http://asahikawa-kenkoland.co.jp,https://maps.google.com/?cid=3395742408432958002&hl=ja,北海道旭川市春光一条8-1-1,¥880,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.797527,142.376339,温泉
こみちの湯 ほのか,https://yudokoro-honoka.jp/komichi/,https://maps.google.com/?cid=12390120641509637279&hl=ja,北海道札幌市中央区南三条西2-15-5,"¥1,350",//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.0573915,141.3551515,温泉
大豊湯,http://www.taihouyu.com/,https://maps.google.com/?cid=3300183340329602307&hl=ja,北海道札幌市白石区北郷三条3-1-9,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0609129,141.4114865,銭湯
しらかば温泉,http://shirakabaonsenyu.jp/,https://maps.google.com/?cid=3395309321725303669&hl=ja,北海道苫小牧市しらかば町1-6-8,¥750,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,42.6232674,141.5461751,温泉
虎杖浜温泉ホテル ぬくもりの湯,https://www.kojohama.net/daytrip/,https://maps.google.com/?cid=3792628414846591033&hl=ja,北海道白老郡白老町虎杖浜73,¥600,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.4602305,141.2106904,温泉
まっかり温泉,http://www.makkarionsen.com/,https://maps.google.com/?cid=3113655144039897268&hl=ja,北海道虻田郡真狩村字緑岡174-3,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.7653581,140.7777916,温泉
五徳春日湯,,https://maps.google.com/?cid=17396667011922035681&hl=ja,北海道千歳市春日町1-1-3,¥420,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.8227038,141.641917,銭湯
末広湯,http://www.chi-ren.jp/chi-ren/industrytype/service/suehiroyu.html,https://maps.google.com/?cid=13535058576626505459&hl=ja,北海道千歳市末広1-6-6,¥400,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.8280379,141.6542109,銭湯
おけと勝山温泉 ゆぅゆ,http://www.oketo-yuuyu.com/onsen/,https://maps.google.com/?cid=13694918816341671240&hl=ja,北海道常呂郡置戸町勝山温泉,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.6321952,143.4936881,温泉
とままえ温泉 ふわっと,http://www.town.tomamae.lg.jp/section/shokouroudou/lg6iib0000000xrq.html,https://maps.google.com/?cid=6101453643995297040&hl=ja,北海道苫前郡苫前町苫前119-1,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,44.3131252,141.6563867,温泉
みなと湯,http://www.kita-no-sento.com/sento/1002/,https://maps.google.com/?cid=9665628229557891836&hl=ja,北海道根室市海岸町2-6,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.3416434,145.587914,銭湯
湯処 永寿湯温泉,http://www.kita-no-sento.com/sento/323/,https://maps.google.com/?cid=7490139906056936551&hl=ja,北海道函館市湯川町1-7-14,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,41.7764844,140.7823786,銭湯
寿都温泉 ゆべつのゆ,http://yubetsunoyu.com/,https://maps.google.com/?cid=9524183606141019963&hl=ja,北海道寿都郡寿都町湯別町下湯別462,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.7517711,140.2746753,温泉
札内ガーデン温泉,http://satsunai-g-onsen.sakura.ne.jp/,https://maps.google.com/?cid=16055835995646591941&hl=ja,北海道中川郡幕別町札内北町55,¥640,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,42.9279646,143.2509393,温泉
北の絶景 霧多布温泉ゆうゆ,http://kiritappu-yuyu.com/,https://maps.google.com/?cid=6102519318279532649&hl=ja,北海道厚岸郡浜中町湯沸432,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.0769448,145.133697,温泉
山の手温泉,http://www.hakonavi.ne.jp/spa/hakodate/yamanote/index.html,https://maps.google.com/?cid=12637875982388793972&hl=ja,北海道函館市山の手3-44-28,¥420,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,41.8037002,140.7837486,温泉
スーパー銭湯 大雪乃湯,http://taisetunoyu.com/,https://maps.google.com/?cid=14707131563363651186&hl=ja,北海道旭川市永山二条7-1-5,¥450,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.7956776,142.4087421,温泉
昭和温泉,http://www.hakonavi.ne.jp/spa/hakodate/showa/index.html,https://maps.google.com/?cid=9939316863706169373&hl=ja,北海道函館市昭和2-39-1,¥420,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,41.8155713,140.7395428,温泉
ゆのみの湯,http://www.dp-flex.co.jp/arten/yunomi/index.html,https://maps.google.com/?cid=12856248405519711808&hl=ja,北海道苫小牧市樽前421-4,¥600,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,42.6177509,141.4538151,温泉
湯めごこち 南郷の湯,https://www.chuo-bus.co.jp/nango/index.cgi,https://maps.google.com/?cid=6084999582771431846&hl=ja,北海道札幌市白石区南郷通14-北3-5,¥450,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.0362437,141.4243666,温泉
勇舞湯,https://www.yumaiyu.com,https://maps.google.com/?cid=4421715895993543595&hl=ja,北海道千歳市北信濃871-11,¥400,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.8398268,141.6207593,銭湯
美春湯,http://nakazawa-bldg.com/miharuyu/index.php,https://maps.google.com/?cid=14933909808183822529&hl=ja,北海道札幌市白石区南郷通7-北5-16,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.041288,141.41245,銭湯
妹背牛温泉ペペル,http://www.town.moseushi.hokkaido.jp/kankou/onsen/peperu.html,https://maps.google.com/?cid=6435998111538580274&hl=ja,北海道雨竜郡妹背牛町妹背牛5208-1,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.6998282,141.9600732,温泉
君乃湯,http://www.kita-no-sento.com/sento/1102/,https://maps.google.com/?cid=253382628306846720&hl=ja,北海道帯広市西五条南32-19,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.8942659,143.1999902,銭湯
こうしんの湯,https://www.e-furo-koushin.jp/,https://maps.google.com/?cid=17624326804710297060&hl=ja,北海道札幌市東区北三十条東19-1-1,¥440,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.100964,141.377997,温泉
幸楽湯,http://www.kita-no-sento.com/sento/910/,https://maps.google.com/?cid=3378811118551385341&hl=ja,北海道釧路市春日町6-25,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.9971284,144.3755587,銭湯
天然温泉銭湯 アヨロ温泉,http://www.ayorospa.com/,https://maps.google.com/?cid=5524004755162017614&hl=ja,北海道白老郡白老町虎杖浜154-2,¥450,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.4573057,141.210044,温泉
駒ヶ峯温泉 ちゃっぷ林館,https://ys-kaisyo.co.jp/chaplinkan/,https://maps.google.com/?cid=6079322165608376074&hl=ja,北海道茅部郡森町字駒ケ岳657-16,¥430,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.0151802,140.6428124,温泉
端野温泉 のんたの湯,http://www.city.kitami.lg.jp/docs/7030/,https://maps.google.com/?cid=9013321829872513355&hl=ja,北海道北見市端野町二区792-1,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.8622737,143.9274455,温泉
北見湯元 のつけ乃湯,https://notsuke-tai.com/,https://maps.google.com/?cid=1715910052170623844&hl=ja,北海道北見市ひかり野3-2-4,¥420,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.8280319,143.9308176,温泉
むろらん温泉 ゆらら,http://www.circle-city.ne.jp/yurara/,https://maps.google.com/?cid=9970753414070850706&hl=ja,北海道室蘭市絵鞆町4-2-17,¥600,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.3406914,140.9415209,温泉
稚内温泉 童夢,http://onsen-domu.com/,https://maps.google.com/?cid=15381652957680229447&hl=ja,北海道稚内市富士見4-1487,¥600,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,45.4209587,141.6376379,温泉
